Ensembl_Gene_ID	E.t1.I	E.t1.II	E.t1.III	E.t4.I	E.t4.II	E.t4.III	E.t6.I	E.t6.II	E.t6.III	E.t8.I	E.t8.II	E.t8.III
ENSG00000126218	156	74	9	22	44	305	363	493	215	593	660	330
ENSG00000126226	160	165	69	40	29	371	535	268	513	298	394	537
ENSG00000126231	137	9	189	288	176	197	342	346	178	405	534	204
ENSG00000126233	59	107	188	208	237	150	393	191	107	49	207	353
ENSG00000126243	56	3	210	130	302	311	170	351	536	693	330	844
ENSG00000126246	121	7	58	3	251	186	59	511	64	282	212	507
ENSG00000126247	11	148	131	71	353	166	33	305	446	34	468	157
ENSG00000126249	114	9	145	263	121	102	119	95	185	127	673	815
ENSG00000126254	25	114	11	165	331	429	450	215	559	427	211	180
ENSG00000126259	155	189	135	141	355	428	391	295	149	286	229	96
ENSG00000126261	12	132	124	5	70	259	228	279	480	35	365	303
ENSG00000126262	136	33	130	293	100	82	341	32	354	81	298	876
ENSG00000126264	20	66	197	115	316	288	575	144	517	439	255	132
ENSG00000126266	115	141	86	129	4	39	504	148	29	606	150	694
ENSG00000126267	87	136	118	251	336	347	240	601	363	539	540	481
ENSG00000126337	83	52	117	155	244	138	133	101	225	611	172	79
ENSG00000126351	0	68	136	334	61	424	451	598	174	239	400	446
ENSG00000126353	99	32	47	35	52	19	28	560	484	96	337	591
ENSG00000126368	146	155	164	76	265	40	46	29	2	131	414	253
ENSG00000126391	12	110	170	70	178	142	51	154	171	41	212	117
ENSG00000126432	68	55	59	223	241	36	594	226	620	675	532	891
ENSG00000126453	100	196	161	31	215	348	407	97	421	66	93	692
ENSG00000126456	106	43	87	92	195	163	221	214	345	145	609	664
ENSG00000126457	35	20	134	365	381	316	533	40	255	81	571	32
ENSG00000126458	11	74	183	18	206	323	544	307	362	584	31	171
ENSG00000126460	9	183	199	103	7	89	434	117	512	418	467	514
ENSG00000126461	174	95	112	69	282	86	11	550	321	458	369	483
ENSG00000126464	147	183	190	76	285	90	179	285	71	484	445	512
ENSG00000126467	76	66	196	123	99	353	351	44	618	306	229	894
ENSG00000126500	167	170	182	124	130	257	8	47	217	260	615	161
ENSG00000126524	103	197	166	163	36	175	168	161	442	277	272	433
ENSG00000126545	122	178	104	120	213	422	234	432	282	620	420	897
ENSG00000126549	58	27	27	41	288	92	485	311	199	12	208	321
ENSG00000126550	114	172	105	231	31	285	115	20	468	315	385	510
ENSG00000126561	74	167	123	281	291	41	549	516	126	642	100	216
ENSG00000126562	1	54	25	148	241	138	314	376	396	369	648	703
ENSG00000126581	152	143	142	189	14	171	106	426	240	304	223	694
ENSG00000126583	78	46	181	310	359	396	67	196	154	530	358	4
ENSG00000126602	151	135	163	244	7	98	573	212	122	104	301	729
ENSG00000126603	42	126	190	57	63	372	283	556	548	668	448	652
ENSG00000126653	149	63	127	251	34	51	492	241	102	378	192	438
ENSG00000126657	19	72	122	130	299	417	240	435	121	413	353	521
ENSG00000126698	178	26	102	119	264	187	216	396	538	160	588	794
ENSG00000126705	177	103	39	126	287	402	1	441	470	60	194	115
ENSG00000126709	43	2	136	250	150	231	293	216	434	70	312	17
ENSG00000126733	72	37	127	309	87	245	521	516	378	678	22	56
ENSG00000126746	75	176	40	239	123	289	491	474	236	259	149	444
ENSG00000126749	107	168	69	47	131	238	26	177	385	245	685	616
ENSG00000126752	66	15	67	198	239	314	388	19	482	318	621	632
ENSG00000126756	147	151	130	337	384	16	442	49	206	533	570	888
ENSG00000126759	23	87	71	93	280	250	129	386	209	134	224	137
ENSG00000126767	58	53	43	339	3	54	269	158	458	11	688	654
ENSG00000126768	125	52	196	138	389	338	122	110	594	18	220	369
ENSG00000126773	148	159	106	65	392	211	121	173	378	264	373	410
ENSG00000126775	101	173	47	36	311	69	517	504	641	282	569	846
ENSG00000126777	44	124	116	189	218	265	546	217	44	393	346	124
ENSG00000126778	87	54	26	36	208	23	262	305	228	264	399	435
ENSG00000126785	138	140	212	50	112	37	13	34	234	261	14	200
ENSG00000126787	163	26	87	59	274	323	233	533	2	220	200	38
ENSG00000126790	81	183	170	241	29	103	30	154	233	1	536	578
ENSG00000126814	22	160	22	368	212	417	224	367	571	666	736	24
ENSG00000126821	82	168	191	275	395	146	357	114	0	179	208	292
ENSG00000126822	82	5	127	170	379	276	583	136	571	236	68	146
ENSG00000126838	103	20	119	239	172	85	581	61	232	323	109	174
ENSG00000126856	148	60	72	199	40	211	348	591	255	507	591	666
ENSG00000126858	88	125	195	248	175	231	156	432	654	523	221	537
ENSG00000126860	159	30	92	232	327	402	21	476	109	38	15	454
ENSG00000126861	168	80	188	67	163	295	108	412	416	260	729	543
ENSG00000126870	154	49	1	363	117	440	176	198	95	465	696	490
ENSG00000126878	20	137	160	281	377	425	231	70	278	383	126	238
ENSG00000126882	101	122	2	143	392	27	294	274	53	127	198	749
ENSG00000126883	12	6	12	53	92	85	362	179	485	329	538	46
ENSG00000126890	69	5	36	208	367	99	441	77	384	68	593	288
ENSG00000126895	65	39	69	31	269	403	585	480	286	101	443	12
ENSG00000126903	136	98	41	17	270	215	124	181	231	120	228	510
ENSG00000126934	73	162	126	193	365	101	486	385	242	160	370	265
ENSG00000126945	68	193	56	109	339	186	339	29	31	606	254	349
ENSG00000126947	50	8	132	178	145	385	492	562	201	297	59	538
ENSG00000126950	43	70	54	119	325	129	201	189	483	93	617	558
ENSG00000126952	169	124	181	71	274	182	252	432	377	174	263	35
ENSG00000126953	58	116	151	10	249	67	111	422	583	647	97	169
ENSG00000126970	34	76	71	194	140	55	341	61	514	443	464	565
ENSG00000127022	46	50	47	110	182	79	376	273	183	109	647	638
ENSG00000127054	68	76	191	275	73	363	292	78	153	71	463	835
ENSG00000127074	23	100	41	309	390	27	198	397	110	541	576	787
ENSG00000127080	111	159	55	198	367	43	492	330	355	416	483	137
ENSG00000127081	111	78	156	291	277	316	149	534	138	21	202	405
ENSG00000127083	25	160	4	263	364	110	230	215	462	540	278	315
ENSG00000127084	59	41	67	5	261	145	148	247	165	57	467	378
ENSG00000127124	146	79	20	177	45	139	124	123	99	127	89	395
ENSG00000127125	74	156	167	361	309	351	278	259	363	13	567	15
ENSG00000127129	161	130	108	316	246	412	333	459	75	151	53	667
ENSG00000127152	40	151	72	248	241	210	513	283	54	299	436	732
ENSG00000127184	23	74	3	109	356	408	341	398	652	79	700	10
ENSG00000127191	82	59	78	330	394	394	1	382	307	250	161	411
ENSG00000127220	113	153	132	265	173	365	203	233	196	171	107	788
ENSG00000127241	41	11	32	364	36	40	13	88	618	331	638	342
ENSG00000127249	129	85	33	196	140	27	437	79	616	448	82	818
ENSG00000127252	19	74	141	131	86	326	241	449	634	687	388	383
ENSG00000127311	71	157	158	122	65	274	524	566	148	105	160	601
ENSG00000127318	13	134	188	188	234	104	51	565	281	615	258	172
ENSG00000127324	60	127	151	319	171	383	350	149	460	317	580	617
ENSG00000127325	3	6	119	182	92	43	243	483	287	242	329	400
ENSG00000127328	13	136	41	326	239	270	479	305	532	656	666	852
ENSG00000127329	46	102	152	177	170	224	62	19	389	413	46	398
ENSG00000127334	90	142	78	358	55	266	179	405	478	651	298	361
ENSG00000127337	91	178	210	264	326	413	153	552	581	253	726	678
ENSG00000127359	52	159	51	230	191	414	357	435	278	43	435	236
ENSG00000127366	178	108	58	17	10	209	213	140	422	642	594	875
ENSG00000127377	103	25	36	171	239	301	290	59	86	437	287	385
ENSG00000127399	51	103	72	294	65	99	3	110	285	408	526	758
ENSG00000127412	39	29	38	250	18	208	204	257	475	122	416	394
ENSG00000127415	84	5	165	350	287	7	96	510	658	393	564	703
ENSG00000127418	121	71	91	182	118	41	66	535	309	294	681	443
ENSG00000127419	139	113	201	45	115	221	350	524	157	329	255	688
ENSG00000127423	111	32	144	58	341	121	232	180	113	521	82	325
ENSG00000127445	9	37	160	37	18	364	566	316	7	557	190	582
ENSG00000127452	98	196	190	68	93	19	578	558	228	435	483	814
ENSG00000127463	2	62	172	281	120	152	525	251	446	255	580	526
ENSG00000127472	154	26	156	109	139	313	428	497	234	622	514	803
ENSG00000127481	135	169	62	153	371	125	318	355	202	364	663	572
ENSG00000127483	95	116	154	230	299	225	145	256	622	609	240	668
ENSG00000127507	126	195	48	145	106	162	215	227	14	16	342	522
ENSG00000127511	129	18	181	340	248	340	382	241	368	0	452	217
ENSG00000127515	80	152	68	334	69	133	312	553	481	532	14	344
ENSG00000127527	74	161	164	364	171	248	148	55	591	393	102	304
ENSG00000127528	69	141	27	58	235	124	532	130	403	467	341	628
ENSG00000127529	127	154	1	200	109	71	12	81	472	278	283	315
ENSG00000127530	75	153	213	150	133	35	213	45	581	203	203	394
ENSG00000127533	15	158	94	89	194	207	243	315	341	186	628	415
ENSG00000127540	114	10	215	232	170	183	185	314	79	134	3	529
ENSG00000127554	29	145	123	105	311	194	34	142	120	450	521	844
ENSG00000127561	0	149	8	208	248	33	376	198	425	488	99	156
ENSG00000127564	135	147	65	95	396	6	466	582	120	545	89	846
ENSG00000127578	19	88	187	67	380	224	215	373	354	425	59	875
ENSG00000127580	146	6	177	35	187	196	194	39	161	187	212	790
ENSG00000127585	95	130	220	195	205	45	225	469	158	84	645	153
ENSG00000127586	133	21	3	253	1	272	449	494	615	115	319	715
ENSG00000127588	151	195	0	50	279	26	341	574	630	118	287	823
ENSG00000127603	32	83	74	370	337	56	49	13	536	9	260	386
ENSG00000127616	52	122	138	56	280	265	159	123	411	29	128	541
ENSG00000127663	112	8	196	370	236	44	29	518	364	87	658	530
ENSG00000127688	0	200	49	82	62	189	4	576	313	5	243	863
ENSG00000127720	166	180	43	361	248	66	19	406	370	149	94	566
ENSG00000127743	4	155	209	42	85	301	21	58	599	225	115	433
ENSG00000127774	36	127	112	33	364	208	28	177	55	661	146	350
ENSG00000127780	163	21	188	43	155	229	428	365	43	493	219	288
ENSG00000127804	142	23	215	99	211	161	24	570	14	438	417	752
ENSG00000127824	21	171	166	347	57	390	77	160	636	73	427	348
ENSG00000127831	80	159	126	164	177	256	271	63	537	277	4	359
ENSG00000127837	74	185	26	52	380	16	305	510	166	485	420	171
ENSG00000127838	36	48	59	52	122	245	194	599	533	396	130	193
ENSG00000127863	3	183	218	57	35	5	109	540	386	321	548	77
ENSG00000127870	159	177	186	124	55	195	134	101	85	103	237	93
ENSG00000127884	1	93	59	189	274	95	345	618	69	510	135	327
ENSG00000127903	114	19	114	263	356	425	557	369	412	576	228	779
ENSG00000127914	39	166	35	260	186	355	34	517	184	318	684	721
ENSG00000127920	159	16	28	379	153	279	515	393	156	244	363	793
ENSG00000127922	66	43	203	122	3	135	141	138	651	34	298	354
ENSG00000127928	180	105	197	103	334	11	495	481	372	95	298	240
ENSG00000127946	18	160	125	28	7	210	367	594	16	61	560	106
ENSG00000127947	172	63	76	122	398	247	304	21	165	250	696	474
ENSG00000127948	138	178	9	175	91	245	505	169	278	603	169	679
ENSG00000127951	99	140	123	308	312	109	107	515	205	570	391	620
ENSG00000127952	168	195	216	96	316	242	192	44	378	439	423	600
ENSG00000127954	68	104	12	344	217	415	427	344	620	47	624	590
ENSG00000127955	163	75	147	85	224	260	462	410	209	526	317	262
ENSG00000127957	156	79	141	41	367	23	539	452	479	582	92	569
ENSG00000127980	163	15	173	264	185	361	89	285	1	485	585	323
ENSG00000127990	11	164	186	340	301	70	74	127	156	630	556	503
ENSG00000127993	75	54	118	10	177	64	512	169	618	332	165	363
ENSG00000127995	60	105	7	287	48	187	493	331	215	613	302	381
ENSG00000128000	20	42	167	343	136	65	469	338	570	523	299	337
ENSG00000128011	140	128	3	154	125	124	215	50	107	511	339	32
ENSG00000128016	162	44	193	345	103	269	450	22	406	236	91	202
ENSG00000128039	66	110	59	24	365	374	197	254	172	126	453	498
ENSG00000128040	44	45	76	315	190	179	98	526	269	314	457	476
ENSG00000128045	66	92	25	313	49	198	135	239	350	686	706	893
ENSG00000128050	92	155	60	61	341	124	186	5	55	138	667	894
ENSG00000128052	81	163	16	327	182	248	173	477	64	527	456	631
ENSG00000128059	86	39	68	229	124	284	550	85	294	312	634	467
ENSG00000128159	93	51	219	158	329	7	398	175	125	411	545	244
ENSG00000128165	22	80	165	135	5	127	14	310	449	213	87	91
ENSG00000128185	5	158	177	276	263	40	556	339	158	321	595	145
ENSG00000128191	50	195	16	142	310	324	127	12	465	19	549	70
ENSG00000128203	170	29	64	336	323	354	223	239	463	638	709	422
ENSG00000128218	16	103	13	201	151	278	290	391	258	220	59	900
ENSG00000128228	33	67	102	91	240	52	421	11	362	659	696	545
ENSG00000128242	8	166	196	247	226	236	170	586	3	156	673	638
ENSG00000128245	170	169	183	243	282	410	521	151	530	44	549	593
ENSG00000128250	106	189	107	359	115	50	209	526	485	668	51	325
ENSG00000128253	35	99	34	210	231	319	364	128	445	388	504	628
ENSG00000128254	11	84	165	122	126	362	428	350	67	627	331	676
ENSG00000128262	8	173	170	301	248	305	485	97	171	90	461	93
ENSG00000128266	157	118	27	140	258	17	565	131	499	140	483	274
ENSG00000128272	4	172	63	245	192	1	490	544	129	3	705	400
ENSG00000128274	86	115	147	356	384	241	108	47	186	82	187	242
ENSG00000128276	43	22	78	294	97	102	253	367	19	14	374	853
ENSG00000128283	103	49	150	148	320	5	208	306	14	86	229	118
ENSG00000128284	167	14	195	20	177	357	1	507	592	363	1	703
ENSG00000128294	165	167	140	69	171	43	38	393	239	54	685	297
ENSG00000128298	24	88	111	358	116	191	34	507	491	313	300	785
ENSG00000128309	58	0	117	188	314	414	25	593	26	680	352	887
ENSG00000128310	53	94	111	194	180	353	271	351	125	445	324	378
ENSG00000128311	142	173	196	266	219	373	153	245	425	329	495	54
ENSG00000128313	53	72	7	157	356	325	593	553	259	530	322	81
ENSG00000128322	50	122	21	359	51	74	485	240	418	679	634	225
ENSG00000128335	4	72	105	333	145	37	16	337	18	469	227	698
ENSG00000128340	34	33	41	366	386	77	430	131	398	260	127	114
ENSG00000128342	30	55	74	153	48	27	377	341	573	384	139	697
ENSG00000128346	159	138	213	277	328	331	278	369	426	558	70	881
ENSG00000128383	94	127	11	40	256	329	227	50	494	250	42	89
ENSG00000128394	28	145	178	155	88	164	195	151	377	98	472	745
ENSG00000128408	18	37	19	330	37	159	592	224	366	335	314	337
ENSG00000128422	126	68	85	351	201	364	377	373	138	272	476	408
ENSG00000128438	137	48	212	321	367	394	426	341	218	560	151	784
ENSG00000128463	151	77	71	119	28	85	518	336	497	361	630	843
ENSG00000128482	69	82	197	119	391	213	417	566	526	665	411	805
ENSG00000128487	150	13	108	60	355	315	547	266	326	32	94	131
ENSG00000128510	11	9	180	365	83	337	386	541	503	458	467	251
ENSG00000128512	103	171	50	185	366	278	25	545	385	479	540	127
ENSG00000128513	78	149	76	149	153	94	342	399	586	187	510	492
ENSG00000128519	131	109	128	357	192	262	219	466	282	4	96	667
ENSG00000128524	146	121	77	177	76	294	338	500	187	584	711	38
ENSG00000128534	152	136	169	47	320	339	458	343	40	367	713	483
ENSG00000128536	96	143	114	271	212	255	67	24	58	695	607	66
ENSG00000128563	104	113	6	59	0	190	478	476	652	351	95	637
ENSG00000128564	4	73	11	153	75	42	58	237	645	491	62	616
ENSG00000128567	169	164	135	190	170	290	59	323	178	145	650	424
ENSG00000128573	81	145	111	286	129	155	208	378	312	545	675	204
ENSG00000128578	52	42	163	155	137	108	382	283	536	99	602	360
ENSG00000128581	125	97	2	64	364	379	185	490	433	460	316	467
ENSG00000128585	122	0	101	130	278	21	450	555	169	577	650	760
ENSG00000128590	156	78	83	107	398	379	253	262	243	580	715	774
ENSG00000128591	40	79	181	157	399	272	83	321	597	184	661	599
ENSG00000128594	65	35	169	119	68	325	579	588	342	187	215	351
ENSG00000128595	115	108	141	157	3	212	403	581	70	224	226	497
ENSG00000128596	96	129	154	341	366	323	252	235	598	156	312	891
ENSG00000128602	116	109	34	380	302	397	61	254	565	463	530	211
ENSG00000128604	55	200	168	360	75	392	222	495	622	129	262	399
ENSG00000128606	55	8	138	119	23	420	411	188	495	68	224	890
ENSG00000128607	140	72	148	101	352	209	116	606	467	337	466	530
ENSG00000128609	164	92	209	0	21	122	329	265	378	627	502	725
ENSG00000128610	47	33	52	10	398	133	50	138	50	267	90	82
ENSG00000128617	89	17	16	103	170	35	252	363	634	134	311	365
ENSG00000128626	168	61	102	30	271	263	53	400	93	14	433	457
ENSG00000128641	145	186	11	309	99	384	94	75	137	465	216	229
ENSG00000128645	77	164	122	135	159	267	84	617	358	303	427	588
ENSG00000128652	129	54	28	187	143	371	178	186	526	305	389	145
ENSG00000128654	142	100	174	110	169	323	256	288	398	280	522	492
ENSG00000128655	47	156	214	179	90	190	118	232	24	64	301	679
ENSG00000128656	64	71	147	320	297	372	236	368	576	106	577	233
ENSG00000128683	85	195	220	4	191	204	513	437	67	101	105	885
ENSG00000128692	34	14	141	215	383	201	15	541	611	170	686	725
ENSG00000128694	83	55	205	202	263	248	365	338	493	686	344	267
ENSG00000128699	165	57	18	171	368	198	151	316	406	54	600	198
ENSG00000128708	71	93	96	138	167	228	200	585	120	254	181	662
ENSG00000128709	100	25	215	364	255	315	384	591	573	73	720	650
ENSG00000128710	101	96	181	332	188	407	411	230	634	571	547	504
ENSG00000128713	112	126	132	83	116	50	132	609	296	220	128	150
ENSG00000128714	95	24	55	148	270	96	174	459	198	465	196	212
ENSG00000128731	69	168	49	139	223	133	466	69	56	155	202	125
ENSG00000128739	21	134	181	304	115	97	412	63	311	602	77	223
ENSG00000128789	6	190	70	69	202	173	500	127	639	359	562	85
ENSG00000128791	138	43	214	166	298	285	171	213	221	211	681	897
ENSG00000128802	144	150	45	343	243	420	502	51	367	698	464	672
ENSG00000128805	120	28	27	73	144	71	589	61	416	562	43	656
ENSG00000128815	105	63	7	13	180	155	298	234	526	140	559	493
ENSG00000128829	164	136	21	168	158	186	584	520	217	118	552	726
ENSG00000128833	16	108	175	33	3	95	163	443	204	563	530	310
ENSG00000128845	127	102	31	197	95	17	161	76	622	93	535	242
ENSG00000128849	39	194	130	378	104	173	62	569	17	418	678	382
ENSG00000128872	144	172	132	121	367	209	171	5	445	586	498	289
ENSG00000128881	108	161	19	48	23	184	331	465	227	95	266	20
ENSG00000128891	6	133	82	201	308	306	357	356	126	278	95	166
ENSG00000128908	19	0	13	209	390	222	383	302	481	505	326	461
ENSG00000128915	142	5	28	75	45	44	418	440	358	334	17	254
ENSG00000128917	35	54	134	212	70	347	417	371	148	100	598	177
ENSG00000128918	167	88	169	246	12	217	120	596	418	145	80	613
ENSG00000128923	38	46	51	286	163	322	174	571	443	281	216	308
ENSG00000128928	138	148	88	293	11	175	461	551	571	658	349	167
ENSG00000128944	104	48	20	122	185	198	34	143	71	260	93	573
ENSG00000128951	6	129	180	271	223	307	154	257	97	396	167	876
ENSG00000128965	51	198	126	221	320	373	309	92	424	125	707	675
ENSG00000128973	132	186	92	277	52	67	466	112	557	41	2	763
ENSG00000128989	54	29	152	50	30	47	592	549	97	360	395	145
ENSG00000129003	1	155	43	36	95	184	204	56	52	489	334	294
ENSG00000129007	156	91	57	379	225	332	490	596	187	251	119	67
ENSG00000129009	89	1	71	352	166	203	19	466	579	700	503	770
ENSG00000129028	30	53	56	157	123	285	11	110	348	551	555	423
ENSG00000129038	172	172	68	235	242	245	104	316	199	37	77	647
ENSG00000129055	165	143	73	96	12	253	446	431	584	375	209	427
ENSG00000129071	51	146	213	179	326	122	54	486	57	169	120	868
ENSG00000129083	20	189	72	72	322	139	437	531	165	465	215	704
ENSG00000129084	44	105	197	245	278	291	480	159	348	373	91	660
ENSG00000129103	102	11	188	333	216	19	581	225	440	147	304	207
ENSG00000129116	8	12	30	307	357	143	242	239	615	580	507	173
ENSG00000129128	108	168	98	15	194	414	57	366	435	338	524	545
ENSG00000129151	121	127	167	341	227	306	261	258	7	521	180	498
ENSG00000129152	18	28	112	28	57	211	94	149	229	39	524	787
ENSG00000129158	156	13	142	30	383	437	295	551	139	600	406	291
ENSG00000129159	4	126	0	374	360	301	347	82	106	18	319	864
ENSG00000129167	47	195	68	181	280	238	44	428	117	272	253	150
ENSG00000129170	38	73	204	59	217	343	37	495	303	357	350	451
ENSG00000129173	62	75	156	1	126	403	441	329	221	233	95	263
ENSG00000129187	112	149	113	165	200	358	78	385	499	580	392	674
ENSG00000129194	72	25	114	299	198	126	61	424	323	54	431	161
ENSG00000129195	48	32	20	133	305	376	250	604	260	645	586	685
ENSG00000129197	35	73	206	333	348	317	578	238	382	151	490	616
ENSG00000129204	133	183	164	358	119	116	346	544	92	32	206	798
ENSG00000129214	60	70	164	189	162	272	542	306	538	161	78	495
ENSG00000129219	12	35	78	247	108	128	91	433	507	655	339	723
ENSG00000129221	167	64	189	364	278	219	181	342	634	572	426	195
ENSG00000129226	108	52	32	20	195	18	268	540	57	170	391	548
ENSG00000129235	126	159	48	337	89	199	554	239	455	439	297	712
ENSG00000129244	68	124	12	59	342	389	258	64	93	283	239	595
ENSG00000129245	130	192	71	326	8	183	367	118	640	446	659	483
ENSG00000129250	178	136	210	63	333	389	548	78	248	324	46	473
ENSG00000129255	124	18	22	320	250	92	242	336	369	57	180	882
ENSG00000129270	135	51	208	14	371	86	27	498	362	700	364	722
ENSG00000129277	8	198	23	353	14	434	231	162	253	657	342	668
ENSG00000129282	72	27	87	270	330	281	23	118	486	653	151	146
ENSG00000129292	64	89	184	296	56	337	593	313	274	29	634	240
ENSG00000129295	129	63	47	330	184	94	173	396	378	355	97	562
